Timestamp,Safety FirstLevel,Check your branchesLevel,Check your classesLevel,Line-by-lineLevel,Check your methodsLevel,Bug FinderLevel,Class Reviewer - BranchesLevel,Class Reviewer - LinesLevel,Class Reviewer - MethodsLevel,Double checkLevel,Shine in new splendourLevel,The Method ExtractorLevel,The Method InlinerLevel,The EponymLevel,Test FixerLevel,Gotta Catch ’Em AllLevel,The DebuggerLevel,Test ExecutorLevel,The TesterLevel,The Tester - AdvancedLevel,Take some breaksLevel,Make Your ChoiceLevel,On the WatchLevel,Break the LineLevel,Break the MethodLevel,Assert and TestedLevel,Safety FirstProgress,Check your branchesProgress,Check your classesProgress,Line-by-lineProgress,Check your methodsProgress,Bug FinderProgress,Class Reviewer - BranchesProgress,Class Reviewer - LinesProgress,Class Reviewer - MethodsProgress,Double checkProgress,Shine in new splendourProgress,The Method ExtractorProgress,The Method InlinerProgress,The EponymProgress,Test FixerProgress,Gotta Catch ’Em AllProgress,The DebuggerProgress,Test ExecutorProgress,The TesterProgress,The Tester - AdvancedProgress,Take some breaksProgress,Make Your ChoiceProgress,On the WatchProgress,Break the LineProgress,Break the MethodProgress,Assert and TestedProgress
2026-03-13 08:41:25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21
2026-03-13 08:41:25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22
2026-03-13 08:41:25.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23
2026-03-13 08:41:25.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24
2026-03-13 08:41:25.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25
2026-03-13 08:41:25.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26
2026-03-13 08:41:25.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27
2026-03-13 08:41:26.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28
2026-03-13 08:41:26.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29
2026-03-13 08:41:26.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31
2026-03-13 08:41:26.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32
2026-03-13 08:41:26.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34
2026-03-13 08:41:26.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35
2026-03-13 08:41:26.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36
2026-03-13 08:41:26.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38
2026-03-13 08:41:26.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39
2026-03-13 08:41:26.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40
2026-03-13 08:41:26.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41
2026-03-13 08:41:26.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42
2026-03-13 08:41:26.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43
2026-03-13 08:41:26.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43
2026-03-13 08:41:26.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44
2026-03-13 08:41:26.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45
2026-03-13 08:41:26.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46
2026-03-13 08:41:26.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47
2026-03-13 08:41:26.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48
2026-03-13 08:41:26.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50
2026-03-13 08:41:26.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52
2026-03-13 08:41:26.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54
2026-03-13 08:41:26.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55
2026-03-13 08:41:26.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56
2026-03-13 08:41:26.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57
2026-03-13 08:41:26.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58
2026-03-13 08:41:26.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60
2026-03-13 08:41:26.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61
2026-03-13 08:41:26.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62
2026-03-13 08:41:26.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63
2026-03-13 08:41:26.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64
2026-03-13 08:41:26.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64
2026-03-13 08:41:26.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65
2026-03-13 08:41:26.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66
2026-03-13 08:41:26.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67
2026-03-13 08:41:27.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67
2026-03-13 08:41:27.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68
2026-03-13 08:41:27.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69
2026-03-13 08:41:27.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70
2026-03-13 08:41:27.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71
2026-03-13 08:41:27.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71
2026-03-13 08:41:27.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,0,0,0,0,0,71
2026-03-13 08:41:27.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,0,0,0,0,0,0,71
2026-03-13 08:41:27.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,71
2026-03-13 08:41:28.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,71
2026-03-13 08:41:28.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,71
2026-03-13 08:41:28.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5,2,0,0,1,0,0,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,71
2026-03-13 08:41:28.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,2,0,0,1,0,0,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,71
2026-03-13 08:45:28.256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,71
2026-03-13 08:45:28.276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,71
2026-03-13 08:45:32.713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,72
2026-03-13 08:45:32.761,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,73
2026-03-13 08:45:32.781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,74
2026-03-13 08:45:32.836,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,75
2026-03-13 08:45:32.892,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,76
2026-03-13 08:45:32.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,77
2026-03-13 08:45:32.93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,78
2026-03-13 08:45:32.947,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,78
2026-03-13 08:45:32.965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,79
2026-03-13 08:45:32.976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,80
2026-03-13 08:45:32.986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,81
2026-03-13 08:45:32.997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,82
2026-03-13 08:45:33.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,62,2,0,0,0,0,0,0,83
2026-03-13 08:45:33.476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,2,0,0,0,0,0,0,83
2026-03-13 08:45:33.527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,83
2026-03-13 08:45:58.884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,84
2026-03-13 08:45:58.928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,85
2026-03-13 08:45:58.952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,86
2026-03-13 08:45:58.97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,87
2026-03-13 08:45:58.989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,88
2026-03-13 08:45:59.009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,89
2026-03-13 08:45:59.027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,90
2026-03-13 08:45:59.044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,90
2026-03-13 08:45:59.059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,91
2026-03-13 08:45:59.075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,92
2026-03-13 08:45:59.086,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,93
2026-03-13 08:45:59.097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,94
2026-03-13 08:45:59.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,75,3,0,0,0,0,0,0,95
2026-03-13 08:45:59.601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,88,3,0,0,0,0,0,0,95
2026-03-13 08:45:59.609,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,1,0,88,4,0,0,0,0,0,0,95
2026-03-13 08:45:59.682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,5,2,0,0,1,0,5,0,0,0,0,0,2,0,88,4,0,0,0,0,0,0,95
2026-03-13 08:46:00.861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,11,2,0,0,2,0,5,0,0,0,0,0,2,0,88,4,0,0,0,0,0,0,95
2026-03-13 08:46:00.901,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,1,11,3,0,0,2,0,5,0,0,0,0,0,2,0,88,4,0,0,0,0,0,0,95
2026-03-13 08:46:00.932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,1,2,11,3,0,0,2,0,5,0,0,0,0,0,2,0,88,4,0,0,0,0,0,0,95
